doctor_id,title,name,city1,city2,region,specialization,reviews,newest_review_date,telemedicine,price,url,fetch_time
517887,Dra.,Denise De Souza Blaszkowski,Curitiba,curitiba,parana-pr,ginecologista,82.0,2022-10-28T13:06:28-03:00,0,300,http://www.doctoralia.com.br/denise-de-souza-blaszkowski,2022-10-28 16:56:14
388660,Dra.,Flavia Teixeira Moura De Pauli,Curitiba,curitiba,parana-pr,ginecologista,128.0,2022-10-10T18:26:40-03:00,1,250,http://www.doctoralia.com.br/flavia-teixeira-moura-de-pauli,2022-10-28 16:56:14
657462,Dra.,Maria Eugenia Cardoso,São Paulo,sao-paulo,sao-paulo-sp,ginecologista,99.0,2022-08-06T15:00:21-03:00,1,600,http://www.doctoralia.com.br/maria-eugenia-cardoso,2022-10-28 16:56:17
432794,Dr.,Leonardo Fernandes,Pelotas,pelotas,rio-grande-do-sul-rs,ginecologista,25.0,2022-10-07T16:10:33-03:00,0,180,http://www.doctoralia.com.br/leonardo-fernandes-4,2022-10-28 16:56:19
500418,Dr.,Esdras Camargos,Florianópolis,florianopolis,santa-catarina-sc,ginecologista,91.0,2022-08-19T13:24:34-03:00,1,600,http://www.doctoralia.com.br/esdras-camargos,2022-10-28 16:56:22
327271,Dr.,José Augusto Valle Delicato Filho,São Paulo,sao-paulo,sao-paulo-sp,ginecologista,199.0,2022-10-24T18:06:02-03:00,0,400,http://www.doctoralia.com.br/jose-augusto-valle-delicato-filho,2022-10-28 16:56:25
308715,Dra.,Amira Hazime,São Paulo,sao-paulo,sao-paulo-sp,ginecologista,124.0,2022-09-28T13:34:24-03:00,1,500,http://www.doctoralia.com.br/amira-hazime,2022-10-28 16:56:26
742124,Dra.,Joana Curado,Barueri,sao-paulo,sao-paulo-sp,ginecologista,33.0,2022-10-26T09:39:40-03:00,1,300,http://www.doctoralia.com.br/joana-curado,2022-10-28 16:56:27
497327,Dr.,Francisco De Assis Persiano,Brasília,brasilia,distrito-federal-df,ginecologista,218.0,2022-10-17T17:57:02-03:00,0,,http://www.doctoralia.com.br/francisco-de-assis-persiano,2022-10-28 16:56:30
735786,Dra.,Camila Bonacordi,São Paulo,sao-paulo,sao-paulo-sp,ginecologista,130.0,2022-10-06T09:15:01-03:00,1,500,http://www.doctoralia.com.br/camila-bonacordi,2022-10-28 16:56:32
315087,Dra.,Julia Maria Goncalves Dias,Aracaju,aracaju,sergipe-se,ginecologista,89.0,2022-09-17T11:28:51-03:00,1,200,http://www.doctoralia.com.br/julia-maria-goncalves-dias,2022-10-28 16:56:34
331391,Dra.,Ana Livia Pascom,São Paulo,sao-paulo,sao-paulo-sp,ginecologista,375.0,2022-10-24T16:58:58-03:00,1,600,http://www.doctoralia.com.br/ana-livia-pascom,2022-10-28 16:56:36
171838,Dra.,Fabiana Alencar Viola,São Paulo,sao-paulo,sao-paulo-sp,ginecologista,256.0,2022-10-21T13:22:42-03:00,1,200,http://www.doctoralia.com.br/fabiana-alencar-viola,2022-10-28 16:56:37
773023,Dr.,Mateus Machado Cardoso,Santos,santos,sao-paulo-sp,ginecologista,15.0,2022-10-24T20:16:33-03:00,1,250,http://www.doctoralia.com.br/mateus-machado-cardoso,2022-10-28 16:56:40
573719,Dra.,Daniella Melo,Belo Horizonte,belo-horizonte,minas-gerais-mg,ginecologista,59.0,2022-09-01T18:05:38-03:00,0,350,http://www.doctoralia.com.br/daniella-melo,2022-10-28 16:56:41
96851,Dra.,Priscila Beatriz Oliveros Dos Santos Silvério,São Paulo,sao-paulo,sao-paulo-sp,ginecologista,157.0,2022-10-18T14:13:21-03:00,1,400,http://www.doctoralia.com.br/priscila-beatriz-oliveros-dos-santos-silverio,2022-10-28 16:56:45
309450,Dra.,Luiza Sprung,Curitiba,curitiba,parana-pr,ginecologista,155.0,2022-10-25T08:56:56-03:00,0,500,http://www.doctoralia.com.br/luiza-sprung,2022-10-28 16:56:47
569668,Dra.,Aloma Silva,Fortaleza,fortaleza,ceara-ce,ginecologista,225.0,2022-10-26T22:37:18-03:00,1,300,http://www.doctoralia.com.br/aloma-silva,2022-10-28 16:56:48
411852,Dr.,Ivan Montenegro,Porto Alegre,porto-alegre,rio-grande-do-sul-rs,ginecologista,108.0,2022-10-17T15:59:42-03:00,1,200,http://www.doctoralia.com.br/ivan-montenegro,2022-10-28 16:56:49
137942,Dr.,Ivaldo Alvarez Baratella,São Paulo,sao-paulo,sao-paulo-sp,ginecologista,424.0,2022-10-26T20:18:22-03:00,0,300,http://www.doctoralia.com.br/ivaldo-alvarez-baratella,2022-10-28 16:56:50
654947,Dra.,Amanda Anes Droguetti,São Paulo,sao-paulo,sao-paulo-sp,ginecologista,76.0,2022-10-18T17:49:14-03:00,1,400,http://www.doctoralia.com.br/amanda-anes-droguetti,2022-10-28 16:56:57
279472,Dr.,Marcio Kazuo Okada,São Paulo,sao-paulo,sao-paulo-sp,ginecologista,433.0,2022-10-26T16:44:22-03:00,0,300,http://www.doctoralia.com.br/marcio-kazuo-okada-2,2022-10-28 16:56:57
381691,Dra.,Silvia Mastrogiuseppe Lellis,São Paulo,sao-paulo,sao-paulo-sp,ginecologista,23.0,2022-10-20T19:21:40-03:00,0,350,http://www.doctoralia.com.br/silvia-mastrogiuseppe-lellis,2022-10-28 16:57:01
762175,Dra.,Monique Aparecida Eduardo Souza,Bataguassu,bataguassu,mato-grosso-do-sul-ms,ginecologista,31.0,2022-10-28T13:01:04-03:00,0,200,http://www.doctoralia.com.br/monique-aparecida-eduardo-souza,2022-10-28 16:57:03
15998,Dr.,Leonardo Gomes Milagres,Vila Velha,vila-velha,espirito-santo-es,ginecologista,43.0,2022-10-22T23:14:39-03:00,1,300,http://www.doctoralia.com.br/leonardo-gomes-milagres,2022-10-28 16:57:08
753400,Dra.,Maria Beatriz Galvão,Santos,santos,sao-paulo-sp,ginecologista,38.0,2022-10-13T19:41:17-03:00,1,250,http://www.doctoralia.com.br/maria-beatriz-galvao,2022-10-28 16:57:09
370135,Dra.,Marina Peres,Rio de Janeiro,rio-de-janeiro,rio-de-janeiro-rj,ginecologista,243.0,2022-10-27T11:10:47-03:00,0,99,http://www.doctoralia.com.br/marina-peres,2022-10-28 16:57:12
474978,Dra.,Carolina Vicente Banzoli,São Paulo,sao-paulo,sao-paulo-sp,ginecologista,79.0,2022-10-26T08:25:34-03:00,1,Consultar valores,http://www.doctoralia.com.br/carolina-vicente-banzoli,2022-10-28 16:57:13
660819,Dra.,Barbara Ferreira De Alencar Ecker,Belém do Pará,belem-do-para,para-pa,ginecologista,22.0,2022-10-24T17:07:57-03:00,1,500,http://www.doctoralia.com.br/barbara-ferreira-de-alencar-ecker,2022-10-28 16:57:17
134235,Dr.,Alexandre Le Fosse Gatto,São Paulo,sao-caetano-do-sul,sao-paulo-sp,ginecologista,113.0,2022-10-28T00:43:55-03:00,0,250,http://www.doctoralia.com.br/alexandre-le-fosse-gatto-2,2022-10-28 16:57:19
342351,Dra.,Erica Cristina Furlan Moreira,Jundiaí,jundiai,sao-paulo-sp,ginecologista,73.0,2022-10-26T20:42:57-03:00,1,350,http://www.doctoralia.com.br/erica-cristina-furlan-moreira,2022-10-28 16:57:22
475116,Dra.,Julia Lemos Sampaio,São Paulo,sao-paulo,sao-paulo-sp,ginecologista,91.0,2022-10-06T19:58:46-03:00,0,400,http://www.doctoralia.com.br/julia-lemos-sampaio,2022-10-28 16:57:24
158286,Dr.,Danilo Eduardo Abib Pastore,Campinas,campinas,sao-paulo-sp,ginecologista,222.0,2022-10-27T18:35:43-03:00,1,300,http://www.doctoralia.com.br/danilo-eduardo-abib-pastore,2022-10-28 16:57:27
218060,Dra.,Roberta De Oliveira Almeida Portanova,São Bernardo do Campo,sao-bernardo-do-campo,sao-paulo-sp,ginecologista,57.0,2022-09-15T16:32:55-03:00,1,300,http://www.doctoralia.com.br/roberta-de-oliveira-almeida-portanova,2022-10-28 16:57:30
404741,Dra.,Camila Fernandes Venneri Mathias,São Paulo,sao-paulo,sao-paulo-sp,ginecologista,132.0,2022-10-26T21:53:29-03:00,0,300,http://www.doctoralia.com.br/camila-fernandes-venneri-mathias,2022-10-28 16:57:33
58760,Dra.,Mariana De Sousa Ribeiro De Carvalho,Belém do Pará,belem-do-para,para-pa,ginecologista,225.0,2022-10-24T13:00:26-03:00,1,300,http://www.doctoralia.com.br/mariana-de-sousa-ribeiro-de-carvalho,2022-10-28 16:57:36
669016,Dra.,Amanda Lopes Dias Coelho,Belo Horizonte,belo-horizonte,minas-gerais-mg,ginecologista,17.0,2022-10-17T19:09:55-03:00,0,280,http://www.doctoralia.com.br/amanda-lopes-dias-coelho,2022-10-28 16:57:39
691033,Dr.,Leonardo Ferraz Salgado,São José dos Campos,sao-jose-dos-campos,sao-paulo-sp,ginecologista,67.0,2022-10-24T10:46:30-03:00,0,,http://www.doctoralia.com.br/leonardo-ferraz-salgado,2022-10-28 16:57:41
727961,Dra.,Katia C M Ogliari,Brasília,brasilia,distrito-federal-df,ginecologista,214.0,2022-10-27T16:18:39-03:00,1,,http://www.doctoralia.com.br/katia-c-m-ogliari,2022-10-28 16:57:46
454182,Dr.,Jair Nicolau,"Santo André, SP",santo-andre-sp,sao-paulo-sp,ginecologista,763.0,2022-10-27T21:00:49-03:00,1,Consultar valores,http://www.doctoralia.com.br/jair-nicolau,2022-10-28 16:57:46
76647,Dra.,Christiane Rodenbusch Poletto Correa,São José,sao-jose,santa-catarina-sc,ginecologista,378.0,2022-10-26T16:36:49-03:00,1,300,http://www.doctoralia.com.br/christiane-rodenbusch-poletto-correa,2022-10-28 16:57:50
35200,Dr.,Archimedes De Sá Freire Filho,Rio de Janeiro,rio-de-janeiro,rio-de-janeiro-rj,ginecologista,238.0,2022-10-25T15:01:18-03:00,1,400,http://www.doctoralia.com.br/archimedes-de-sa-freire-filho,2022-10-28 16:57:50
470381,Dra.,Joana Koatz,Rio de Janeiro,rio-de-janeiro,rio-de-janeiro-rj,ginecologista,52.0,2022-10-09T21:35:12-03:00,1,400,http://www.doctoralia.com.br/joana-koatz,2022-10-28 16:57:51
622041,Dra.,Melissa Amoroso,Curitiba,curitiba,parana-pr,ginecologista,22.0,2022-10-26T21:10:00-03:00,1,200,http://www.doctoralia.com.br/melissa-amoroso,2022-10-28 16:57:57
408283,Dra.,Cristiane Mara Provatti,São Paulo,sao-paulo,sao-paulo-sp,ginecologista,160.0,2022-10-24T08:57:49-03:00,1,300,http://www.doctoralia.com.br/cristiane-mara-provatti-2,2022-10-28 16:57:59
691641,Dra.,Maria Eliza Figueiredo Alcindo,João Pessoa,joao-pessoa,paraiba-pb,ginecologista,88.0,2022-10-27T17:18:56-03:00,1,350,http://www.doctoralia.com.br/maria-eliza-figueiredo-alcindo-2,2022-10-28 16:58:01
39860,Dra.,Gisele Tolaini Gomes Pereira,São Paulo,sao-paulo,sao-paulo-sp,ginecologista,43.0,2022-09-29T12:35:54-03:00,1,370,http://www.doctoralia.com.br/gisele-tolaini-gomes-pereira,2022-10-28 16:58:01
707681,Dra.,Rosana Damazio,Londrina,londrina,parana-pr,ginecologista,133.0,2022-10-26T16:27:06-03:00,1,150,http://www.doctoralia.com.br/rosana-damazio,2022-10-28 16:58:04
489712,Dr.,Ricardo Noli,Manaus,manaus,amazonas-am,ginecologista,51.0,2022-10-05T20:39:15-03:00,0,350,http://www.doctoralia.com.br/ricardo-noli,2022-10-28 16:58:08
684458,Dra.,Camila Nicolau,São Paulo,santo-andre,sao-paulo-sp,ginecologista,109.0,2022-09-23T19:44:39-03:00,0,550,http://www.doctoralia.com.br/camila-nicolau,2022-10-28 16:58:09
636594,Dr.,Nilton Nadai,Foz do Iguaçu,foz-do-iguacu,parana-pr,ginecologista,131.0,2022-10-28T12:10:27-03:00,1,1800,http://www.doctoralia.com.br/nilton-nadai,2022-10-28 16:58:10
130485,Dr.,Tosyn Lopes,São Paulo,sao-paulo,sao-paulo-sp,ginecologista,41.0,2022-10-28T12:38:54-03:00,1,440,http://www.doctoralia.com.br/tosyn-lopes,2022-10-28 16:58:16
147455,Dr.,Hemmerson Henrique Magioni,Belo Horizonte,belo-horizonte,minas-gerais-mg,ginecologista,14.0,2022-09-30T11:48:34-03:00,0,450,http://www.doctoralia.com.br/hemmerson-henrique-magioni,2022-10-28 16:58:17
741579,Dra.,Márcia Braga,Belo Horizonte,belo-horizonte,minas-gerais-mg,ginecologista,24.0,2022-10-26T18:38:18-03:00,0,400,http://www.doctoralia.com.br/marcia-braga-3,2022-10-28 16:58:21
691558,Dr.,Flávio Lins,Belo Horizonte,belo-horizonte,minas-gerais-mg,ginecologista,71.0,2022-10-13T17:13:36-03:00,1,200,http://www.doctoralia.com.br/flavio-lins,2022-10-28 16:58:23
127214,Dr.,Heleodoro Correa Pinto,Porto Alegre,porto-alegre,rio-grande-do-sul-rs,ginecologista,21.0,2022-10-04T16:09:56-03:00,1,350,http://www.doctoralia.com.br/heleodoro-correa-pinto,2022-10-28 16:58:24
159118,Dra.,Joselene Breda,São Paulo,sao-paulo,sao-paulo-sp,ginecologista,102.0,2022-10-04T15:48:42-03:00,0,500,http://www.doctoralia.com.br/joselene-breda-2,2022-10-28 16:58:26
649308,Dra.,Giselle Della Libera,Matão,matao,sao-paulo-sp,ginecologista,409.0,2022-10-24T17:11:19-03:00,1,350,http://www.doctoralia.com.br/giselle-della-libera,2022-10-28 16:58:29
115293,,Alberto De Oliveira D Auria,São Paulo,sao-paulo,sao-paulo-sp,ginecologista,209.0,2022-09-22T18:59:16-03:00,1,400,http://www.doctoralia.com.br/alberto-de-oliveira-d-auria,2022-10-28 16:58:29
64788,Dr.,Cristian Renato Cornejo Lopez,Sorocaba,sorocaba,sao-paulo-sp,ginecologista,207.0,2022-10-28T12:42:56-03:00,1,Consultar valores,http://www.doctoralia.com.br/cristian-renato-cornejo-lopez,2022-10-28 16:58:31
470017,Dra.,Priscila Costa Hime Valente,São Paulo,sao-paulo,sao-paulo-sp,ginecologista,8.0,2022-10-17T20:50:10-03:00,1,500,http://www.doctoralia.com.br/priscila-costa-hime-valente,2022-10-28 16:58:36
626081,Dra.,Caroline Pacheco Lima,Duque de Caxias,rio-de-janeiro,rio-de-janeiro-rj,ginecologista,280.0,2022-10-24T20:35:20-03:00,1,450,http://www.doctoralia.com.br/caroline-pacheco-lima,2022-10-28 16:58:38
376080,Dra.,Amanda Vanzelli,São Paulo,sao-paulo,sao-paulo-sp,ginecologista,35.0,2022-10-20T20:25:17-03:00,1,400,http://www.doctoralia.com.br/amanda-vanzelli,2022-10-28 16:58:43
494266,Dra.,Ana Paula Fonseca,Belém do Pará,belem-do-para,para-pa,ginecologista,274.0,2022-10-24T17:06:15-03:00,1,400,http://www.doctoralia.com.br/ana-paula-fonseca,2022-10-28 16:58:44
737527,Prof.,Maria Cecilia Cohen,Aracruz,vitoria,espirito-santo-es,ginecologista,94.0,2022-10-17T17:28:48-03:00,1,250,http://www.doctoralia.com.br/maria-cecilia-cohen,2022-10-28 16:58:47
553307,Dr.,Jose Fernandes Magalhães Campos,Fortaleza,fortaleza,ceara-ce,ginecologista,404.0,2022-10-24T12:46:16-03:00,1,120,http://www.doctoralia.com.br/jose-fernandes-magalhaes-campos-2,2022-10-28 16:58:47
767752,Dr.,Jose Hiroshi Kay,Suzano,suzano,sao-paulo-sp,ginecologista,17.0,2022-10-24T13:27:08-03:00,0,300,http://www.doctoralia.com.br/jose-hiroshi-kay,2022-10-28 16:58:48
492126,Dr.,Marcelo Ponte,São Paulo,sao-paulo,sao-paulo-sp,ginecologista,244.0,2022-10-26T19:18:12-03:00,1,700,http://www.doctoralia.com.br/marcelo-ponte,2022-10-28 16:58:54
751937,Dra.,Renix Moreira,Rio de Janeiro,rio-de-janeiro,rio-de-janeiro-rj,ginecologista,30.0,2022-10-28T15:30:06-03:00,0,250,http://www.doctoralia.com.br/renix-moreira-2,2022-10-28 16:58:55
431501,Dra.,Monica Leite Grinbaum,São Paulo,sao-paulo,sao-paulo-sp,ginecologista,221.0,2022-10-26T12:06:36-03:00,0,,http://www.doctoralia.com.br/monica-leite-grinbaum,2022-10-28 16:58:58
340814,Dr.,Paulo Henrique Di Rocco Santos,São Paulo,sao-paulo,sao-paulo-sp,ginecologista,245.0,2022-10-10T16:09:30-03:00,1,,http://www.doctoralia.com.br/paulo-henrique-di-rocco-santos,2022-10-28 16:58:59
669779,Dr.,Matheus Barbieri De Oliveira Franca,Itajaí,curitiba,santa-catarina-sc,ginecologista,11.0,2022-10-01T19:04:04-03:00,0,420,http://www.doctoralia.com.br/matheus-barbieri-de-oliveira-franca,2022-10-28 16:59:01
